01-04-2023,04-01-2018,Cash,Food,Lunch,Catering Service,3.5,70,Expense,USD,INR
01-04-2023,04-01-2018,Saving Bank account 1,Small cap fund 1,,,250,5000,Transfer-Out,USD,INR
01-04-2023,04-01-2018,Saving Bank account 1,Small Cap fund 2,,,250,5000,Transfer-Out,USD,INR
01-04-2023,04-01-2018,Saving Bank account 1,Documents,Updation,Aadhar Address Change,2.5,50,Expense,USD,INR
01-04-2023,04-01-2018,Equity Mutual Fund A,Maturity amount,,SIP Redemption,5668.8,113376,Income,USD,INR
01-04-2023,04-01-2018,Equity Mutual Fund D,Maturity amount,,SIP Redemption,5343.75,106875,Income,USD,INR
01-03-2023,03-01-2018,Credit Card,Food,Dinner,Wok express + Domino's,34.05,681,Expense,USD,INR
01-03-2023,03-01-2018,Saving Bank account 1,Transportation,Bike,Two Wheeler Bikedelux booking amount,50,1000,Expense,USD,INR
01-03-2023,03-01-2018,Saving Bank account 1,Food,Eggs,6 eggs,2,40,Expense,USD,INR
01-03-2023,03-01-2018,Saving Bank account 1,Food,Milk,1 lit ,3.45,69,Expense,USD,INR
01-02-2023,02-01-2018,Credit Card,Household,Kirana,Supermart,57,1140,Expense,USD,INR
01-02-2023,02-01-2018,Cash,Health,Medicine,Refresh Tears Drop,7.9,158,Expense,USD,INR
01-01-2023,01-01-2018,Credit Card,subscription,Amazon Prime,Amazon pay cashback 1017 + Rs.482,24.1,482,Expense,USD,INR
01-01-2023,01-01-2018,Cash,Food,Ice cream,Raspberry dolly,0.75,15,Expense,USD,INR
01-01-2023,01-01-2018,Credit Card,Household,gadgets,Logitech mouse,29.95,599,Expense,USD,INR
01-01-2023,01-01-2018,Cash,Food,Milk,1 lit ,3.45,69,Expense,USD,INR
01-01-2023,01-01-2018,Saving Bank account 1,Money transfer,Home,,1500,30000,Expense,USD,INR
01-01-2023,01-01-2018,Cash,maid,,,100,2000,Expense,USD,INR
01-01-2023,01-01-2018,Equity Mutual Fund B,Saving Bank account 1,,,100,2000,Transfer-Out,USD,INR
01-01-2023,01-01-2018,Saving Bank account 1,Public Provident Fund,,,500,10000,Transfer-Out,USD,INR
12-31-2022,31-12-2017 13:25,Cash,Food,Bread,Flatbread 24 pcs,1.5,30,Expense,USD,INR
12-31-2022,31-12-2017 08:15,Saving Bank account 1,Salary,,From workplace ,3231.15,64623,Income,USD,INR
12-31-2022,31-12-2017 07:21,Saving Bank account 1,Interest,,interest paid,29.7,594,Income,USD,INR
12-30-2022,30-12-2017 10:51,Cash,Food,vegetables,Dudhi 20 + mirchi 5,1.25,25,Expense,USD,INR
12-29-2022,29-12-2017 21:36,Saving Bank account 1,Family,misc,For utensils,22.5,450,Expense,USD,INR
12-29-2022,29-12-2017 18:22,Cash,Food,snacks,3 pavwada,1.5,30,Expense,USD,INR
12-29-2022,29-12-2017 18:22,Cash,Household,Kirana,,9.1,182,Expense,USD,INR
12-29-2022,29-12-2017 18:22,Cash,Food,flour mill,,0.25,5,Expense,USD,INR
12-29-2022,29-12-2017 13:00,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,9.05,181,Expense,USD,INR
12-28-2022,28-12-2017 18:27,Cash,Food,vegetables,Ginger,0.5,10,Expense,USD,INR
12-27-2022,27-12-2017 18:43,Cash,Food,Grocery,Tata salt 28+ 6 eggs 42,3.5,70,Expense,USD,INR
12-26-2022,26-12-2017 21:55,Saving Bank account 1,Fixed Deposit,,,12500,250000,Transfer-Out,USD,INR
12-26-2022,26-12-2017 21:50,Fixed Deposit,Saving Bank account 1,,,7500,150000,Transfer-Out,USD,INR
12-26-2022,26-12-2017 19:35,Credit Card,subscription,Newspaper,"ET Prime (1+1) till 24 Dec,2024",87.45,1749,Expense,USD,INR
12-25-2022,25-12-2017 17:43,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,7.8,156,Expense,USD,INR
12-25-2022,25-12-2017 11:53,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,9.05,181,Expense,USD,INR
12-25-2022,25-12-2017 05:48,Cash,Transportation,auto,Place 2 station to Permanent Residence,4,80,Expense,USD,INR
12-24-2022,24-12-2017 21:24,Saving Bank account 1,Transportation,auto,2 Current Residence to Place 0,1.5,30,Expense,USD,INR
12-24-2022,24-12-2017 19:28,Credit Card,Gift,,Birthday gift,68.2,1364,Expense,USD,INR
12-24-2022,24-12-2017 19:28,Cash,Food,snacks,Gupta bhel,1.25,25,Expense,USD,INR
12-24-2022,24-12-2017 19:27,Cash,Household,Toiletries,Toothbrush (buy 2 get 1),5,100,Expense,USD,INR
12-24-2022,24-12-2017 08:06,Saving Bank account 1,Food,Milk,Half lit  milk,1.75,35,Expense,USD,INR
12-23-2022,23-12-2017 11:06,Credit Card,Gift,,Birthday gift,39.9,798,Expense,USD,INR
12-22-2022,22-12-2017 14:42,Saving Bank account 1,Food,Lunch,Home Food Delivery,19,380,Expense,USD,INR
12-22-2022,22-12-2017,Saving Bank account 1,Equity Mutual Fund C,,,50,1000,Transfer-Out,USD,INR
12-21-2022,21-12-2017 20:45,Saving Bank account 1,Food,snacks,Vadapav,0.75,15,Expense,USD,INR
12-21-2022,21-12-2017 20:45,Cash,Household,Kirana,Surti kolam 2kg (54rsx2)+Monaco biscuits,5.9,118,Expense,USD,INR
12-21-2022,21-12-2017 14:34,Cash,Food,Lunch,Catering Service,3.25,65,Expense,USD,INR
12-21-2022,21-12-2017 14:34,Cash,Food,Milk,milk 1lit ,3.5,70,Expense,USD,INR
12-20-2022,20-12-2017 10:31,Cash,Food,Lunch,Catering Service,4.75,95,Expense,USD,INR
12-20-2022,20-12-2017 10:31,Credit Card,subscription,Edtech Course,Renewal,1420,28400,Expense,USD,INR
12-19-2022,19-12-2017 20:59,Saving Bank account 1,Gpay Reward,,,0.3,6,Income,USD,INR
12-19-2022,19-12-2017 20:25,Cash,Family,Pocket money,,25,500,Expense,USD,INR
12-19-2022,19-12-2017 18:57,Cash,Food,snacks,Chicken Frankie,2.25,45,Expense,USD,INR
12-19-2022,19-12-2017 17:53,Share Market Trading,Saving Bank account 1,,Fund Withdrawal,5.448,108.96,Transfer-Out,USD,INR
12-19-2022,19-12-2017 17:53,Cash,Transportation,Train,Place 0 to WS return,0.5,10,Expense,USD,INR
12-19-2022,19-12-2017 06:38,Saving Bank account 1,Food,Milk,milk 1lit ,3.45,69,Expense,USD,INR
12-18-2022,18-12-2017 06:00,Credit Card,Apparel,Clothing,undergarment single,15.6,312,Expense,USD,INR
12-17-2022,17-12-2017 22:28,Credit Card,Food,Dinner,At restaurant,25.25,505,Expense,USD,INR
12-17-2022,17-12-2017 22:27,Cash,Transportation,auto,within city,1.5,30,Expense,USD,INR
12-17-2022,17-12-2017 22:26,Credit Card,Household,Kirana,Dmart,43.9,878,Expense,USD,INR
12-17-2022,17-12-2017 17:49,Cash,Food,Tea,2 cutting chai,1,20,Expense,USD,INR
12-17-2022,17-12-2017 17:48,Cash,Transportation,auto,college to inorbit,1.25,25,Expense,USD,INR
12-17-2022,17-12-2017 16:28,Cash,Transportation,Train,Place 0 to Place 4 return,1,20,Expense,USD,INR
12-17-2022,17-12-2017 16:28,Cash,Transportation,auto,Current Residence to Place 0,0.75,15,Expense,USD,INR
12-16-2022,16-12-2017 07:24,Saving Bank account 1,Food,Milk,milk 1lit ,3.45,69,Expense,USD,INR
12-15-2022,15-12-2017 07:24,Cash,Other,,Nosebud,0.5,10,Expense,USD,INR
12-15-2022,15-12-2017 07:24,Cash,Food,Ice cream,chocobar,0.75,15,Expense,USD,INR
12-14-2022,14-12-2017 20:17,Saving Bank account 1,Petty cash,,From Family,150,3000,Income,USD,INR
12-14-2022,14-12-2017 20:17,Cash,Food,Grocery,Paneer + 1 kg onion,7.25,145,Expense,USD,INR
12-13-2022,13-12-2017 22:00,Cash,Apparel,Laundry,clothes ironing,4.9,98,Expense,USD,INR
12-13-2022,13-12-2017 17:42,Cash,Family,Pocket money,,1,20,Expense,USD,INR
12-13-2022,13-12-2017 07:31,Saving Bank account 1,Food,Milk,milk 1lit ,3.45,69,Expense,USD,INR
12-12-2022,12-12-2017,Cash,Food,Eggs,6 eggs,2,40,Expense,USD,INR
12-12-2022,12-12-2017,Credit Card,Food,snacks,Double chicken shwarma,5,100,Expense,USD,INR
12-12-2022,12-12-2017,Cash,Food,Lunch,Catering Service,4,80,Expense,USD,INR
12-12-2022,12-12-2017,Saving Bank account 1,Equity Mutual Fund F,,,50,1000,Transfer-Out,USD,INR
12-10-2022,10-12-2017,Cash,Food,vegetables,,4.5,90,Expense,USD,INR
12-10-2022,10-12-2017,Cash,Food,fruits,,15.5,310,Expense,USD,INR
12-10-2022,10-12-2017,Cash,Food,snacks,Gupta bhel,1.25,25,Expense,USD,INR
12-10-2022,10-12-2017,Saving Bank account 1,Food,Lunch,Catering Service,3.25,65,Expense,USD,INR
12-09-2022,09-12-2017,Cash,Food,Lunch,Catering Service,4.25,85,Expense,USD,INR
12-08-2022,08-12-2017,Saving Bank account 1,Food,Dinner,Home Food Delivery - roti 17*4+ paneer chatpata 190+ veg crispy 150,20.4,408,Expense,USD,INR
12-07-2022,07-12-2017,Saving Bank account 1,Food,Milk,milk 1lit ,3.45,69,Expense,USD,INR
12-07-2022,07-12-2017,Saving Bank account 1,Equity Mutual Fund E,,,50,1000,Transfer-Out,USD,INR
12-06-2022,06-12-2017,Saving Bank account 1,Food,Lunch,Catering Service,6.25,125,Expense,USD,INR
12-05-2022,05-12-2017,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,5,100,Expense,USD,INR
12-05-2022,05-12-2017,Saving Bank account 1,subscription,Edtech Course,,135,2700,Expense,USD,INR
12-05-2022,05-12-2017,Saving Bank account 1,Equity Mutual Fund A,,,50,1000,Transfer-Out,USD,INR
12-04-2022,04-12-2017,Credit Card,Household,Kirana,Smart point,46.85,937,Expense,USD,INR
12-04-2022,04-12-2017,Credit Card,Household,Kirana,Supermart,49.5,990,Expense,USD,INR
12-04-2022,04-12-2017,Saving Bank account 1,Food,fruits,,6,120,Expense,USD,INR
12-04-2022,04-12-2017,Recurring Deposit,Maturity amount,,Premature closure of RD3 & RD4,704.3,14086,Income,USD,INR
12-04-2022,04-12-2017,Saving Bank account 1,Gpay Reward,,,0.3,6,Income,USD,INR
12-04-2022,04-12-2017,Saving Bank account 1,Food,Bread,,1.75,35,Expense,USD,INR
12-04-2022,04-12-2017,Cash,Food,snacks,Amul butter,2.5,50,Expense,USD,INR
12-04-2022,04-12-2017,Saving Bank account 1,Food,Milk,milk 1lit ,3.45,69,Expense,USD,INR
12-04-2022,04-12-2017,Saving Bank account 1,subscription,Newspaper,,5.5,110,Expense,USD,INR
12-03-2022,03-12-2017,Cash,Food,snacks,Shev Puri,1.5,30,Expense,USD,INR
12-03-2022,03-12-2017,Saving Bank account 1,Food,Lunch,Home Food Delivery - Chicken lollypop 8 pcs 190 + chicken manchow soup 100,14.5,290,Expense,USD,INR
12-03-2022,03-12-2017,Cash,Other,,2 kg soil,1,20,Expense,USD,INR
12-03-2022,03-12-2017,Cash,Beauty,grooming,hair cut+shaving,8,160,Expense,USD,INR
12-02-2022,02-12-2017,Saving Bank account 1,Food,Ice cream,chocobar,1.75,35,Expense,USD,INR
12-02-2022,02-12-2017,Saving Bank account 1,Food,Milk,milk 1lit ,3.45,69,Expense,USD,INR
12-01-2022,01-12-2017,Saving Bank account 1,Food,Lunch,Catering Service ( 5 methi paranthe),6.25,125,Expense,USD,INR
12-01-2022,01-12-2017,Saving Bank account 1,Gpay Reward,,,0.3,6,Income,USD,INR
12-01-2022,01-12-2017,Saving Bank account 1,Food,Milk,1 lit ,3.45,69,Expense,USD,INR
12-01-2022,01-12-2017,Cash,maid,,,100,2000,Expense,USD,INR
12-01-2022,01-12-2017,Equity Mutual Fund B,Saving Bank account 1,,,100,2000,Transfer-Out,USD,INR
12-01-2022,01-12-2017,Share Market Trading,Saving Bank account 1,,Fund Withdrawal,5000,100000,Transfer-Out,USD,INR
12-01-2022,01-12-2017,Saving Bank account 1,Public Provident Fund,,,2000,40000,Transfer-Out,USD,INR
12-01-2022,01-12-2017,Saving Bank account 1,Recurring Deposit,,,50,1000,Transfer-Out,USD,INR
12-01-2022,01-12-2017,Saving Bank account 1,Recurring Deposit,,,50,1000,Transfer-Out,USD,INR
11-30-2022,30-11-2017 20:20,Saving Bank account 1,Health,Medicine,5 Meftal spas,1.1,22,Expense,USD,INR
11-30-2022,30-11-2017 20:20,Saving Bank account 1,Health,Health,Glasses remaining,40,800,Expense,USD,INR
11-30-2022,30-11-2017 20:20,Credit Card,Health,Health,Family's Glasses,1135,22700,Expense,USD,INR
11-30-2022,30-11-2017 16:56,Saving Bank account 1,Money transfer,Home,,500,10000,Expense,USD,INR
11-30-2022,30-11-2017 16:17,Saving Bank account 1,Saving Bank account 2,,,3.8665,77.33,Transfer-Out,USD,INR
11-30-2022,30-11-2017 08:55,Cash,Family,Pocket money,Change,2.5,50,Expense,USD,INR
11-30-2022,30-11-2017 08:15,Saving Bank account 1,Salary,,From workplace ,3231.8,64636,Income,USD,INR
11-28-2022,28-11-2017 17:35,Saving Bank account 1,Food,Bread,Sweet bread cake pav kg,4.5,90,Expense,USD,INR
11-28-2022,28-11-2017 17:35,Saving Bank account 1,Food,Eggs,6 eggs,2.1,42,Expense,USD,INR
11-28-2022,28-11-2017 17:35,Saving Bank account 1,Food,Bread,,0.9,18,Expense,USD,INR
11-28-2022,28-11-2017 17:35,Credit Card,Household,Kirana,Toast+ biscuits,5.75,115,Expense,USD,INR
11-28-2022,28-11-2017 17:35,Saving Bank account 1,Food,vegetables,,7,140,Expense,USD,INR
11-28-2022,28-11-2017 08:30,Saving Bank account 1,Food,Milk,1 lit ,3.45,69,Expense,USD,INR
11-27-2022,27-11-2017 21:05,Saving Bank account 1,Health,Health,Glasses advance,50,1000,Expense,USD,INR
11-27-2022,27-11-2017 21:05,Saving Bank account 1,Gpay Reward,,,0.35,7,Income,USD,INR
11-27-2022,27-11-2017 16:07,Cash,Transportation,auto,2 Place 0 to Current Residence,1.5,30,Expense,USD,INR
11-27-2022,27-11-2017 13:39,Cash,Transportation,auto,Place 6 station to  mall,1.5,30,Expense,USD,INR
11-27-2022,27-11-2017 13:38,Cash,Transportation,Train,1 Place 0 to Place 6,0.25,5,Expense,USD,INR
11-27-2022,27-11-2017 13:38,Credit Card,Apparel,Footwear,Sandals Hush puppies,134.95,2699,Expense,USD,INR
11-26-2022,26-11-2017 22:26,Saving Bank account 1,Gpay Reward,,,0.4,8,Income,USD,INR
11-26-2022,26-11-2017 20:30,Cash,Transportation,auto,eye institute to Place 6 station,2,40,Expense,USD,INR
11-26-2022,26-11-2017 20:30,Credit Card,Health,Medicine,eye drop,7.95,159,Expense,USD,INR
11-26-2022,26-11-2017 17:29,Cash,Transportation,auto,Place 6 station to eye institute,2,40,Expense,USD,INR
11-26-2022,26-11-2017 17:25,Saving Bank account 1,Health,Hospital,"Routine checkup - eye institute, Place 6",20,400,Expense,USD,INR
11-26-2022,26-11-2017 16:59,Cash,Transportation,Train,1 Place 0 to Place 6 return,0.5,10,Expense,USD,INR
11-25-2022,25-11-2017 10:25,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,7.8,156,Expense,USD,INR
11-25-2022,25-11-2017 09:29,Saving Bank account 1,Food,Milk,1 lit ,3.45,69,Expense,USD,INR
11-25-2022,25-11-2017 09:29,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,4.5,90,Expense,USD,INR
11-25-2022,25-11-2017 08:35,Cash,Food,vegetables,Half kg tomato,0.5,10,Expense,USD,INR
11-24-2022,24-11-2017 12:22,Credit Card,Culture,Movie,2 PVR Place 6,15.7,314,Expense,USD,INR
11-23-2022,23-11-2017 12:22,Cash,Food,Bread,Flatbread 8 pcs,1.15,23,Expense,USD,INR
11-23-2022,23-11-2017 12:22,Cash,Food,Grocery,Dahi + remaining balance,0.85,17,Expense,USD,INR
11-23-2022,23-11-2017 12:22,Cash,Food,flour mill,3 kg Bajari,1.05,21,Expense,USD,INR
11-23-2022,23-11-2017 06:16,Saving Bank account 1,Food,Milk,1 lit ,3.45,69,Expense,USD,INR
11-22-2022,22-11-2017,Saving Bank account 1,Equity Mutual Fund C,,,50,1000,Transfer-Out,USD,INR
11-22-2022,22-11-2017,Saving Bank account 1,Life Insurance,,,552.15,11043,Transfer-Out,USD,INR
11-20-2022,20-11-2017 18:39,Saving Bank account 1,Food,Milk,milk 1lit ,3.5,70,Expense,USD,INR
11-20-2022,20-11-2017 18:39,Cash,scrap,,,10,200,Income,USD,INR
11-19-2022,19-11-2017 20:23,Saving Bank account 1,Food,snacks,1 Panipuri,1,20,Expense,USD,INR
11-19-2022,19-11-2017 20:23,Cash,Transportation,auto,2 Place 0 to Current Residence,1.5,30,Expense,USD,INR
11-19-2022,19-11-2017 20:22,Cash,Transportation,Train,2 Place 0 to Place 6 return,1,20,Expense,USD,INR
11-19-2022,19-11-2017 20:22,Cash,Transportation,auto,2 Current Residence to Place 0,1.5,30,Expense,USD,INR
11-19-2022,19-11-2017 13:58,Credit Card,Culture,Movie,2 PVR Place 6,21.8,436,Expense,USD,INR
11-18-2022,18-11-2017 22:20,Credit Card,Household,Kirana,Khobra + shengdana+ vim bar,12.1,242,Expense,USD,INR
11-18-2022,18-11-2017 20:32,Saving Bank account 1,Food,Eggs,6 eggs,1.95,39,Expense,USD,INR
11-18-2022,18-11-2017 15:03,Saving Bank account 1,subscription,Mahanagar Gas,,7.35,147,Expense,USD,INR
11-18-2022,18-11-2017 11:06,Saving Bank account 1,Self-development,,Marathon,47.5,950,Expense,USD,INR
11-18-2022,18-11-2017 08:04,Saving Bank account 1,Food,Milk,1.5 lit milk ,5.2,104,Expense,USD,INR
11-17-2022,17-11-2017 22:26,Saving Bank account 1,Food,Ice cream,Vanila family pack,5.25,105,Expense,USD,INR
11-17-2022,17-11-2017 22:25,Saving Bank account 1,Household,Kirana,Agarbatti 55 + dahi 25,4,80,Expense,USD,INR
11-17-2022,17-11-2017 13:37,Saving Bank account 1,Food,flour mill,4 kg Gehu,1.4,28,Expense,USD,INR
11-16-2022,16-11-2017 05:55,Saving Bank account 1,Food,Milk,1 lit ,3.5,70,Expense,USD,INR
11-15-2022,15-11-2017 20:48,Credit Card,Food,Dinner,Home Food Delivery,26.2,524,Expense,USD,INR
11-15-2022,15-11-2017 20:47,Saving Bank account 1,Household,Kirana,Toast 55 + Kisan Jam 85 + all out 75,10.45,209,Expense,USD,INR
11-15-2022,15-11-2017 20:46,Saving Bank account 1,Education,Stationary,Photo paper print,2.25,45,Expense,USD,INR
11-15-2022,15-11-2017 20:46,Saving Bank account 1,Food,Bread,brown bread,1.25,25,Expense,USD,INR
11-15-2022,15-11-2017 20:43,Credit Card,Household,Kirana,Amul butter 52 + Good Day biscuits 43,4.75,95,Expense,USD,INR
11-14-2022,14-11-2017 22:09,Cash,Food,fruits,,6.25,125,Expense,USD,INR
11-14-2022,14-11-2017 22:08,Cash,Family,Pocket money,,38.5,770,Expense,USD,INR
11-14-2022,14-11-2017 20:19,Saving Bank account 1,Food,Grocery,vegetables,8,160,Expense,USD,INR
11-13-2022,13-11-2017 20:18,Saving Bank account 1,Household,Kirana,Pani Puri packet + Bundi + chivda,9,180,Expense,USD,INR
11-13-2022,13-11-2017 20:18,Saving Bank account 1,Food,Milk,milk 1lit varna,3.5,70,Expense,USD,INR
11-13-2022,13-11-2017 20:17,Saving Bank account 1,Food,Grocery,onion 1 kg + half kg potato,2.5,50,Expense,USD,INR
11-13-2022,13-11-2017 20:17,Credit Card,Household,Kirana,Maggie + lizol,13.4,268,Expense,USD,INR
11-13-2022,13-11-2017 20:16,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,3,60,Expense,USD,INR
11-12-2022,12-11-2017,Cash,Transportation,auto,2 Place 0 to Current Residence,1.5,30,Expense,USD,INR
11-12-2022,12-11-2017,Credit Card,Food,Dinner,At restaurant,76.25,1525,Expense,USD,INR
11-12-2022,12-11-2017,Cash,Food,Tea,,0.6,12,Expense,USD,INR
11-12-2022,12-11-2017,Credit Card,Household,Appliances,USB cord,6.5,130,Expense,USD,INR
11-12-2022,12-11-2017,Cash,Household,Appliances,Screwdriver 2,6,120,Expense,USD,INR
11-12-2022,12-11-2017,Credit Card,Other,,Shopping at Alfa,184.5,3690,Expense,USD,INR
11-12-2022,12-11-2017,Cash,Transportation,auto,Place P station to Alfa market,1.7,34,Expense,USD,INR
11-12-2022,12-11-2017,Cash,Transportation,Train,Place 4 station to Place P return,1.5,30,Expense,USD,INR
11-12-2022,12-11-2017,Cash,Transportation,Train,Place 0 to Place P return,2,40,Expense,USD,INR
11-11-2022,11-11-2017,Saving Bank account 1,Food,Eggs,6 eggs,1.95,39,Expense,USD,INR
11-11-2022,11-11-2017,Saving Bank account 1,Food,Milk,Half lit  milk,1.3,26,Expense,USD,INR
11-10-2022,10-11-2017,Saving Bank account 1,Equity Mutual Fund F,,,50,1000,Transfer-Out,USD,INR
11-09-2022,09-11-2017,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,3.6,72,Expense,USD,INR
11-09-2022,09-11-2017,Cash,Household,Toiletries,Colgate max fresh small,1,20,Expense,USD,INR
11-09-2022,09-11-2017,Credit Card,Household,Kirana,,3.35,67,Expense,USD,INR
11-09-2022,09-11-2017,Saving Bank account 1,Health,Medicine,Acne Star cream,5,100,Expense,USD,INR
11-09-2022,09-11-2017,Saving Bank account 1,Food,Lunch,Bhendi bhaji,2,40,Expense,USD,INR
11-09-2022,09-11-2017,Saving Bank account 1,Food,Milk,1 lit ,3.5,70,Expense,USD,INR
11-08-2022,08-11-2017,Credit Card,Household,Kirana,,26.95,539,Expense,USD,INR
11-08-2022,08-11-2017,Saving Bank account 1,Gpay Reward,,,0.3,6,Income,USD,INR
11-08-2022,08-11-2017,Saving Bank account 1,Food,fruits,1 kg apple,6.5,130,Expense,USD,INR
11-07-2022,07-11-2017,Saving Bank account 1,Food,Milk,1 lit ,3.5,70,Expense,USD,INR
11-07-2022,07-11-2017,Saving Bank account 1,Equity Mutual Fund E,,,50,1000,Transfer-Out,USD,INR
11-06-2022,06-11-2017,Cash,Food,Eggs,6 eggs,1.95,39,Expense,USD,INR
11-05-2022,05-11-2017,Cash,Transportation,auto,Place 0 to Current Residence,0.75,15,Expense,USD,INR
11-05-2022,05-11-2017,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,10,200,Expense,USD,INR
11-05-2022,05-11-2017,Saving Bank account 1,Equity Mutual Fund A,,,50,1000,Transfer-Out,USD,INR
11-03-2022,03-11-2017,Equity Mutual Fund B,Saving Bank account 1,,,100,2000,Transfer-Out,USD,INR
11-03-2022,03-11-2017,Saving Bank account 1,subscription,Edtech Course,,135,2700,Expense,USD,INR
11-02-2022,02-11-2017,Cash,Food,snacks,2 pavwada,1,20,Expense,USD,INR
11-02-2022,02-11-2017,Cash,Other,,Dambar goli 2 packets ( Naphthalene balls),6.5,130,Expense,USD,INR
11-01-2022,01-11-2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,14.8,296,Expense,USD,INR
11-01-2022,01-11-2017,Saving Bank account 1,Salary,,From workplace ,3914.9,78298,Income,USD,INR
11-01-2022,01-11-2017,Saving Bank account 1,Recurring Deposit,,,50,1000,Transfer-Out,USD,INR
11-01-2022,01-11-2017,Saving Bank account 1,Recurring Deposit,,,50,1000,Transfer-Out,USD,INR
11-01-2022,01-11-2017,Saving Bank account 1,Public Provident Fund,,,500,10000,Transfer-Out,USD,INR
11-01-2022,01-11-2017,Saving Bank account 1,Money transfer,Home,,500,10000,Expense,USD,INR
10-29-2022,29-10-2017 22:56,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,14.8,296,Expense,USD,INR
10-29-2022,29-10-2017 22:24,Credit Card,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,14.8,296,Expense,USD,INR
10-29-2022,29-10-2017 21:54,Credit Card,subscription,Hotstar,subscription 1yr,39.7745,795.49,Expense,USD,INR
10-27-2022,27-10-2017 12:55,Cash,Transportation,auto,Permanent Residence to bus stand,2,40,Expense,USD,INR
10-26-2022,26-10-2017 19:24,Cash,Transportation,auto,within city,2.5,50,Expense,USD,INR
10-26-2022,26-10-2017 19:23,Cash,Festivals,Diwali,Offering,2.5,50,Expense,USD,INR
10-26-2022,26-10-2017 16:34,Cash,Festivals,Diwali,Offering,0.5,10,Expense,USD,INR
10-26-2022,26-10-2017 13:01,Cash,Festivals,Diwali,Offering,25,500,Expense,USD,INR
10-25-2022,25-10-2017 21:51,Saving Bank account 1,Petty cash,,From Family,150,3000,Income,USD,INR
10-24-2022,24-10-2017 18:27,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,14.8,296,Expense,USD,INR
10-24-2022,24-10-2017 10:58,Cash,Food,snacks,Dahi,0.5,10,Expense,USD,INR
10-23-2022,23-10-2017 21:28,Cash,Household,Toiletries,Shampoo sachets,0.45,9,Expense,USD,INR
10-23-2022,23-10-2017 19:00,Cash,Apparel,Footwear,Slippers,11,220,Expense,USD,INR
10-23-2022,23-10-2017 18:57,Cash,Festivals,Diwali,Aakash kandil,10,200,Expense,USD,INR
10-23-2022,23-10-2017 18:54,Cash,Household,Toiletries,Dettol liquid handwash refill,4.95,99,Expense,USD,INR
10-23-2022,23-10-2017 11:03,Cash,Household,Kitchen,flour mill,1.35,27,Expense,USD,INR
10-23-2022,23-10-2017 09:02,Cash,Household,Kirana,,2.5,50,Expense,USD,INR
10-23-2022,23-10-2017 04:23,Saving Bank account 1,subscription,Tata Sky,Permanent Residence - Tata Play recharge,9.55,191,Expense,USD,INR
10-22-2022,22-10-2017 18:35,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,2.5,50,Expense,USD,INR
10-22-2022,22-10-2017,Saving Bank account 1,Equity Mutual Fund C,,,50,1000,Transfer-Out,USD,INR
10-21-2022,21-10-2017 21:32,Credit Card,Other,,ipad cover + case,94.4,1888,Expense,USD,INR
10-21-2022,21-10-2017 19:30,Cash,Food,Grocery,Onion half kg 13 + milkybar 10 + Colgate maxfresh 10,1.65,33,Expense,USD,INR
10-21-2022,21-10-2017 13:43,Cash,maid,,,100,2000,Expense,USD,INR
10-20-2022,20-10-2017 23:03,Saving Bank account 1,Gift,,farewell contribution,10,200,Expense,USD,INR
10-20-2022,20-10-2017 19:54,Cash,Festivals,Diwali,Rangoli + stamp,1,20,Expense,USD,INR
10-19-2022,19-10-2017 21:44,Cash,Food,snacks,Gupta bhel,1.25,25,Expense,USD,INR
10-18-2022,18-10-2017 19:24,Credit Card,Transportation,train,2 Place 2 to Place 3 : Sevagram express 3AC,66.65,1333,Expense,USD,INR
10-18-2022,18-10-2017 19:16,Credit Card,Transportation,train,2 Place 3 to Place 2 : Amritsar express 3AC,61.55,1231,Expense,USD,INR
10-17-2022,17-10-2017 13:18,Saving Bank account 1,Petty cash,,From Family,150,3000,Income,USD,INR
10-13-2022,13-10-2017 12:33,Cash,Family,Pocket money,,3.5,70,Expense,USD,INR
10-11-2022,11-10-2017,Saving Bank account 1,Equity Mutual Fund D,,Lumpsum,500,10000,Transfer-Out,USD,INR
10-11-2022,11-10-2017,Saving Bank account 1,Transportation,train,Place 2 to Place 3 sevagram,32.93,658.6,Expense,USD,INR
10-10-2022,10-10-2017,Cash,Household,Kitchen,flour mill,0.7,14,Expense,USD,INR
10-10-2022,10-10-2017,Saving Bank account 1,Share Market,,Stock market,7500,150000,Transfer-Out,USD,INR
10-10-2022,10-10-2017,Saving Bank account 1,Equity Mutual Fund F,,,50,1000,Transfer-Out,USD,INR
